17.080,0.872,-0.245604,-50.660351,3.028540,2.252245,-2.043903,3.000000,131.833908,13.250710,6959.080078,1.200000,2.900000,26.615999,969.000000,778.520020,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,1.997220,0.042000,131.460007,135.460007,132.179993,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,27.069416,11.000000,0.268466,0.011268,0.055439,-156.588943,11.420559,293.000000,1.570000,16.810108,1.393198,56.395756,0.019181,25.929380,0.000000,133.460007,0.935641,42.066464577149,-84.237873733111,293.59
17.090,0.872,-3.175274,-54.322437,2.943550,2.317238,-1.990158,3.000000,131.833908,13.250764,6949.680176,1.200000,2.900000,26.736000,969.000000,779.919983,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.000120,0.042000,131.160004,135.160004,132.279999,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,27.056990,11.000000,0.263240,0.009738,0.054293,-156.588943,11.182208,293.000000,1.570000,16.802391,1.393198,56.504505,0.019166,25.939270,0.000000,133.160004,0.953088,42.066463730692,-84.237874606082,293.59
17.100,0.873,-1.588370,-50.904488,2.784541,2.293104,-1.896818,3.000000,131.833908,13.250819,6940.279785,1.200000,2.900000,26.855999,969.000000,781.320007,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.003020,0.042000,130.860001,134.860001,132.380005,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,27.044561,11.000000,0.258014,0.008209,0.053147,-156.588943,10.943858,293.000000,1.570000,16.794672,1.393198,56.613255,0.019151,25.949160,0.000000,132.860001,0.970534,42.066462884236,-84.237875479052,293.59
17.110,0.873,-0.001465,-46.876190,2.717937,2.192894,-2.065319,3.000000,131.833908,13.250874,6930.879883,1.200000,2.900000,26.976000,969.000000,782.719971,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.005920,0.042000,130.559998,134.559998,132.479996,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,27.032135,11.000000,0.252788,0.006679,0.052001,-156.588943,10.705507,293.000000,1.570000,16.786955,1.393198,56.722004,0.019136,25.959049,0.000000,132.559998,0.987980,42.066462037779,-84.237876352022,293.59
17.120,0.874,-6.104945,-51.514835,2.676242,2.139894,-2.300598,3.000000,131.833908,13.250929,6920.200195,1.264000,2.903200,27.351999,969.000000,783.640015,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.008820,0.042000,130.259995,134.259995,132.580002,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,27.019707,11.000000,0.247562,0.005150,0.050855,-156.588943,10.467157,293.000000,1.570000,16.779238,1.393198,56.830757,0.019121,25.968941,0.000000,132.259995,1.005427,42.066461191322,-84.237877224992,293.59
17.130,0.874,-7.691850,-53.834156,2.747046,2.107852,-2.277665,3.000000,131.833908,13.250984,6909.200195,1.344000,2.907200,27.792000,969.000000,784.440002,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.011720,0.042000,129.960007,133.960007,132.679993,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,27.007280,11.000000,0.242336,0.003620,0.049709,-156.588943,10.228806,293.000000,1.570000,16.771521,1.393198,56.939507,0.019106,25.978830,0.000000,131.960007,1.022873,42.066460344865,-84.237878097962,293.59
17.140,0.874,-2.809066,-44.801006,2.919047,2.067668,-2.186006,3.000000,131.833908,13.251039,6898.200195,1.424000,2.911200,28.232000,969.000000,785.239990,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.014620,0.042000,129.660004,133.660004,132.779999,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.994852,11.000000,0.237110,0.002091,0.048563,-156.588943,9.990457,293.000000,1.570000,16.763803,1.393198,57.048256,0.019091,25.988720,0.000000,131.660004,1.040319,42.066459498409,-84.237878970932,293.58
17.150,0.875,-2.564926,-43.946522,2.944224,2.111624,-2.119403,3.000000,131.833908,13.251094,6887.200195,1.504000,2.915200,28.672001,969.000000,786.039978,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.017520,0.042000,129.360001,133.360001,132.880005,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.982426,11.000000,0.231884,0.000561,0.047417,-156.588943,9.752106,293.000000,1.570000,16.756084,1.393198,57.157005,0.019075,25.998611,0.000000,131.360001,1.057765,42.066458651952,-84.237879843902,293.58
17.160,0.875,-3.297344,-48.707237,2.849316,2.217180,-1.914162,3.000000,131.833908,13.251148,6876.200195,1.584000,2.919200,29.112001,969.000000,786.840027,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.020420,0.042000,129.059998,133.059998,132.979996,130.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.969997,11.000000,0.226658,-0.000969,0.046271,-156.588943,9.513756,293.000000,1.570000,16.748367,1.393198,57.265755,0.019060,26.008501,0.000000,131.059998,1.075212,42.066457805495,-84.237880716872,293.58
17.170,0.876,3.416484,-42.481686,2.859975,2.227483,-1.827637,3.000000,131.833908,13.251204,6884.240234,1.680000,2.923200,29.744001,969.000000,787.960022,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.020440,0.042000,129.240005,132.839996,132.919998,129.839996,13.200000,87.979996,186.979996,68.000000,68.000000,26.962542,11.000000,0.221483,-0.002549,0.045584,-156.588943,9.273572,293.000000,1.570000,16.743738,1.393198,57.266506,0.019022,25.986742,0.000000,131.039993,1.066861,42.066456959039,-84.237881589843,293.58
17.180,0.876,3.172345,-44.556870,2.916481,2.137116,-2.092148,3.000000,131.833908,13.251259,6897.040039,1.780000,2.927200,30.424002,969.000000,789.159973,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.019740,0.042000,129.539993,132.639999,132.820007,129.639999,13.200000,87.979996,186.979996,68.000000,68.000000,26.956327,11.000000,0.216320,-0.004142,0.045011,-156.588943,9.032929,293.000000,1.570000,16.739878,1.393198,57.240257,0.018977,25.957073,0.000000,131.089996,1.052060,42.066456112582,-84.237882462813,293.58
17.190,0.876,-7.569780,-53.345879,2.886479,2.084971,-2.339524,3.000000,131.833908,13.251313,6909.839844,1.880000,2.931200,31.104002,969.000000,790.359985,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.019040,0.042000,129.839996,132.440002,132.720001,129.440002,13.200000,87.979996,186.979996,68.000000,68.000000,26.950113,11.000000,0.211158,-0.005736,0.044438,-156.588943,8.792287,293.000000,1.570000,16.736019,1.393198,57.214008,0.018932,25.927402,0.000000,131.139999,1.037260,42.066455266125,-84.237883335783,293.58
17.200,0.877,-7.203571,-50.904488,2.842439,2.102639,-2.339646,3.000000,131.833908,13.251369,6922.640137,1.980000,2.935200,31.784002,969.000000,791.559998,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.018340,0.042000,130.139999,132.240005,132.619995,129.240005,13.200000,87.979996,186.979996,68.000000,68.000000,26.943899,11.000000,0.205996,-0.007329,0.043865,-156.588943,8.551645,293.000000,1.570000,16.732161,1.393198,57.187756,0.018887,25.897732,0.000000,131.190002,1.022459,42.066454419669,-84.237884208753,293.58
17.210,0.877,-2.076648,-48.829304,2.828151,2.123292,-2.275499,3.000000,131.833908,13.251423,6935.439941,2.080000,2.939200,32.464001,969.000000,792.760010,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.017640,0.042000,130.440002,132.039993,132.520004,129.039993,13.200000,87.979996,186.979996,68.000000,68.000000,26.937685,11.000000,0.200833,-0.008922,0.043292,-156.588943,8.311003,293.000000,1.570000,16.728302,1.393198,57.161507,0.018843,25.868063,0.000000,131.240005,1.007659,42.066453573212,-84.237885081723,293.58
17.220,0.878,-2.931135,-49.561722,2.794047,2.137610,-2.193288,3.000000,131.833908,13.251478,6958.479980,2.244000,2.944800,33.864002,969.000000,793.640015,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.016940,0.042000,130.740005,131.839996,132.419998,128.839996,13.200000,87.979996,186.979996,68.000000,68.000000,26.931471,11.000000,0.195671,-0.010516,0.042719,-156.588943,8.070360,293.000000,1.570000,16.724443,1.393198,57.135258,0.018798,25.838392,0.000000,131.289993,0.992858,42.066452726755,-84.237885954693,293.58
17.230,0.878,-1.466300,-49.317581,2.746224,2.163448,-2.123251,3.000000,131.833908,13.251534,6984.080078,2.424000,2.950800,35.444000,969.000000,794.440002,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.016240,0.042000,131.039993,131.639999,132.320007,128.639999,13.200000,87.979996,186.979996,68.000000,68.000000,26.925257,11.000000,0.190509,-0.012109,0.042146,-156.588943,7.829718,293.000000,1.570000,16.720585,1.393198,57.109009,0.018753,25.808722,0.000000,131.339996,0.978058,42.066451880299,-84.237886827663,293.58
17.240,0.878,0.975092,-50.172070,2.704770,2.182514,-2.210273,3.000000,131.833908,13.251588,7009.680176,2.604000,2.956800,37.024002,969.000000,795.239990,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.015540,0.042000,131.339996,131.440002,132.220001,128.440002,13.200000,87.979996,186.979996,68.000000,68.000000,26.919043,11.000000,0.185346,-0.013702,0.041573,-156.588943,7.589076,293.000000,1.570000,16.716726,1.393198,57.082760,0.018709,25.779053,0.000000,131.389999,0.963257,42.066451033842,-84.237887700633,293.58
17.250,0.879,1.463370,-47.974815,2.669801,2.177084,-2.310893,3.000000,131.833908,13.251643,7035.279785,2.784000,2.962800,38.604000,969.000000,796.039978,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.014840,0.042000,131.639999,131.240005,132.119995,128.240005,13.200000,87.979996,186.979996,68.000000,68.000000,26.912828,11.000000,0.180184,-0.015296,0.041000,-156.588943,7.348433,293.000000,1.570000,16.712868,1.393198,57.056507,0.018664,25.749382,0.000000,131.440002,0.948457,42.066450187385,-84.237888573603,293.58
17.260,0.879,-2.442857,-51.758976,2.662127,2.136929,-2.177470,3.000000,131.833908,13.251698,7060.879883,2.964000,2.968800,40.184002,969.000000,796.840027,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.014140,0.042000,131.940002,131.039993,132.020004,128.039993,13.200000,87.979996,186.979996,68.000000,68.000000,26.906616,11.000000,0.175022,-0.016889,0.040427,-156.588943,7.107791,293.000000,1.570000,16.709009,1.393198,57.030258,0.018619,25.719711,0.000000,131.490005,0.933656,42.066449340928,-84.237889446574,293.58
17.270,0.880,-7.325641,-55.787270,2.667468,2.083501,-1.948590,3.000000,131.833908,13.251753,7100.720215,3.048000,2.973200,41.411999,969.000000,795.400024,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.019760,0.042000,132.240005,131.479996,132.160004,128.399994,13.200000,87.979996,186.979996,68.000000,68.000000,26.895432,11.000000,0.165322,-0.019706,0.038938,-156.599030,6.687469,293.000000,1.570000,16.702063,1.393198,57.241009,0.018666,25.769161,0.000000,131.860001,0.935841,42.066448494472,-84.237890319544,293.58
17.280,0.880,-3.907692,-52.125183,2.612400,2.103690,-1.877766,3.000000,131.833908,13.251808,7144.120117,3.108000,2.977200,42.552002,969.000000,793.400024,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.026960,0.042000,132.539993,132.080002,132.360001,128.899994,13.200000,87.979996,186.979996,68.000000,68.000000,26.883003,11.000000,0.154487,-0.022829,0.037219,-156.611633,6.222228,293.000000,1.570000,16.694345,1.393198,57.511009,0.018737,25.838390,0.000000,132.309998,0.942273,42.066447648015,-84.237891192514,293.58
17.290,0.880,0.120605,-51.514835,2.471397,2.218395,-1.926883,3.000000,131.833908,13.251863,7187.520020,3.168000,2.981200,43.692001,969.000000,791.400024,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.034160,0.042000,132.839996,132.679993,132.559998,129.399994,13.200000,87.979996,186.979996,68.000000,68.000000,26.870577,11.000000,0.143653,-0.025952,0.035500,-156.624237,5.756986,293.000000,1.570000,16.686628,1.393198,57.781010,0.018807,25.907621,0.000000,132.759995,0.948705,42.066446801558,-84.237892065484,293.58
17.300,0.881,2.317858,-50.660351,2.334191,2.294668,-2.010128,3.000000,131.833908,13.251918,7230.919922,3.228000,2.985200,44.832001,969.000000,789.400024,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.041360,0.042000,133.139999,133.279999,132.759995,129.899994,13.200000,87.979996,186.979996,68.000000,68.000000,26.858149,11.000000,0.132818,-0.029075,0.033781,-156.636856,5.291744,293.000000,1.570000,16.678911,1.393198,58.051006,0.018877,25.976851,0.000000,133.210007,0.955136,42.066445958328,-84.237892945401,293.58
17.310,0.881,1.707510,-50.416210,2.312743,2.235259,-2.152945,3.000000,131.833908,13.251972,7274.319824,3.288000,2.989200,45.972000,969.000000,787.400024,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.048560,0.042000,133.440002,133.880005,132.960007,130.399994,13.200000,87.979996,186.979996,68.000000,68.000000,26.845722,11.000000,0.121984,-0.032197,0.032062,-156.649460,4.826502,293.000000,1.570000,16.671194,1.393198,58.321007,0.018947,26.046080,0.000000,133.660004,0.961568,42.066445144139,-84.237893887844,293.58
17.320,0.882,-3.419414,-50.904488,2.416387,2.115752,-2.274254,3.000000,131.833908,13.252028,7244.439941,3.284000,2.990000,45.912003,969.000000,787.479980,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.055760,0.042000,133.740005,134.479996,133.160004,130.899994,13.200000,87.979996,186.979996,68.000000,68.000000,26.833296,11.000000,0.111149,-0.035320,0.030343,-156.662064,4.361261,293.000000,1.570000,16.663477,1.393198,58.591007,0.019018,26.115311,0.000000,134.110001,0.967999,42.066444329950,-84.237894830286,293.58
17.330,0.882,-2.686996,-48.096886,2.547626,2.047605,-2.335061,3.000000,131.833908,13.252083,7196.240234,3.264000,2.990000,45.552002,969.000000,788.080017,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.062960,0.042000,134.039993,135.080002,133.360001,131.399994,13.200000,87.979996,186.979996,68.000000,68.000000,26.820868,11.000000,0.100315,-0.038443,0.028624,-156.674667,3.896019,293.000000,1.570000,16.655760,1.393198,58.861008,0.019088,26.184540,0.000000,134.559998,0.974431,42.066443515761,-84.237895772728,293.58
17.340,0.882,-1.222161,-49.805862,2.604220,2.045031,-2.400647,3.000000,131.833908,13.252137,7148.040039,3.244000,2.990000,45.192001,969.000000,788.679993,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.070160,0.042000,134.339996,135.679993,133.559998,131.899994,13.200000,87.979996,186.979996,68.000000,68.000000,26.808441,11.000000,0.089480,-0.041566,0.026906,-156.687271,3.430777,293.000000,1.570000,16.648041,1.393198,59.131008,0.019158,26.253769,0.000000,135.009995,0.980862,42.066442701572,-84.237896715170,293.57
17.350,0.883,-3.907692,-53.345879,2.598181,2.060969,-2.285926,3.000000,131.833908,13.252192,7099.839844,3.224000,2.990000,44.832001,969.000000,789.280029,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.077360,0.042000,134.639999,136.279999,133.759995,132.399994,13.200000,87.979996,186.979996,68.000000,68.000000,26.796013,11.000000,0.078646,-0.044689,0.025187,-156.699890,2.965535,293.000000,1.570000,16.640324,1.393198,59.401005,0.019228,26.322998,0.000000,135.460007,0.987294,42.066441887383,-84.237897657613,293.57
17.360,0.883,-2.198718,-49.195511,2.630614,2.067128,-1.923476,3.000000,131.833908,13.252247,7051.640137,3.204000,2.990000,44.472000,969.000000,789.880005,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.084560,0.042000,134.940002,136.880005,133.960007,132.899994,13.200000,87.979996,186.979996,68.000000,68.000000,26.783587,11.000000,0.067811,-0.047812,0.023468,-156.712494,2.500294,293.000000,1.570000,16.632607,1.393198,59.671005,0.019299,26.392229,0.000000,135.910004,0.993726,42.066441073193,-84.237898600055,293.57
17.370,0.884,0.853022,-45.533424,2.722901,2.066254,-1.787850,3.000000,131.833908,13.252302,7011.759766,2.992000,2.980400,42.576000,969.000000,790.640015,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.078640,0.042000,134.839996,136.839996,133.919998,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.776131,11.000000,0.054835,-0.051190,0.021749,-156.737930,1.958046,293.000000,1.570000,16.627977,1.393198,59.449005,0.019329,26.398163,0.000000,135.839996,1.003768,42.066440259004,-84.237899542497,293.57
17.380,0.884,-3.419414,-47.852745,2.824197,2.054421,-2.051441,3.000000,131.833908,13.252357,6973.959961,2.732000,2.968400,40.296001,969.000000,791.440002,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.069440,0.042000,134.639999,136.639999,133.820007,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.769917,11.000000,0.041324,-0.054631,0.020030,-156.766571,1.396548,293.000000,1.570000,16.624117,1.393198,59.104004,0.019348,26.388271,0.000000,135.639999,1.014714,42.066439444815,-84.237900484939,293.57
17.390,0.884,-8.546337,-54.932781,2.946487,2.024430,-2.235048,3.000000,131.833908,13.252412,6936.160156,2.472000,2.956400,38.015999,969.000000,792.239990,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.060240,0.042000,134.440002,136.440002,133.720001,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.763702,11.000000,0.027813,-0.058073,0.018311,-156.795227,0.835049,293.000000,1.570000,16.620258,1.393198,58.759007,0.019368,26.378382,0.000000,135.440002,1.025659,42.066438630626,-84.237901427382,293.57
17.400,0.885,-2.686996,-47.242397,3.060541,1.992479,-2.205016,3.000000,131.833908,13.252467,6898.359863,2.212000,2.944400,35.736000,969.000000,793.039978,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.051040,0.042000,134.240005,136.240005,133.619995,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.757488,11.000000,0.014302,-0.061514,0.016592,-156.823868,0.273551,293.000000,1.570000,16.616400,1.393198,58.414005,0.019388,26.368492,0.000000,135.240005,1.036605,42.066437816437,-84.237902369824,293.57
17.410,0.885,1.463370,-43.946522,3.026939,1.959615,-2.235656,3.000000,131.833908,13.252522,6860.560059,1.952000,2.932400,33.456001,969.000000,793.840027,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.041840,0.042000,134.039993,136.039993,133.520004,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.751274,11.000000,0.000790,-0.064956,0.014873,-156.852524,-0.287948,293.000000,1.570000,16.612541,1.393198,58.069004,0.019408,26.358603,0.000000,135.039993,1.047550,42.066437002248,-84.237903312266,293.57
17.420,0.885,-0.855952,-52.003113,2.849232,1.899090,-2.216293,3.000000,131.833908,13.252577,6855.399902,1.868000,2.930000,32.632000,969.000000,793.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.032640,0.042000,133.839996,135.839996,133.419998,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.745060,11.000000,-0.012721,-0.068397,0.013155,-156.881165,-0.849447,293.000000,1.570000,16.608683,1.393198,57.724003,0.019428,26.348711,0.000000,134.839996,1.058496,42.066436188058,-84.237904254709,293.57
17.430,0.886,5.735806,-49.195511,2.702408,1.845204,-2.002121,3.000000,131.833908,13.252632,6858.399902,1.828000,2.930000,32.172001,969.000000,792.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.023440,0.042000,133.639999,135.639999,133.320007,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.738846,11.000000,-0.026232,-0.071839,0.011436,-156.909805,-1.410945,293.000000,1.570000,16.604824,1.393198,57.379002,0.019447,26.338821,0.000000,134.639999,1.069441,42.066435373467,-84.237905186556,293.57
17.440,0.886,5.613737,-48.951370,2.649678,1.878435,-1.879181,3.000000,131.833908,13.252687,6861.399902,1.788000,2.930000,31.712000,969.000000,791.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.014240,0.042000,133.440002,135.440002,133.220001,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.732632,11.000000,-0.039743,-0.075280,0.009717,-156.938461,-1.972444,293.000000,1.570000,16.600965,1.393198,57.034004,0.019467,26.328932,0.000000,134.440002,1.080387,42.066434558608,-84.237906111340,293.57
17.450,0.887,-4.640110,-55.054852,2.691046,1.952930,-2.001394,3.000000,131.833908,13.252742,6864.399902,1.748000,2.930000,31.252001,969.000000,790.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,2.005040,0.042000,133.240005,135.240005,133.119995,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.726418,11.000000,-0.053255,-0.078722,0.007998,-156.967102,-2.533943,293.000000,1.570000,16.597107,1.393198,56.689003,0.019487,26.319040,0.000000,134.240005,1.091332,42.066433743749,-84.237907036124,293.57
17.460,0.887,-6.104945,-54.566574,2.870553,1.922915,-2.199709,3.000000,131.833908,13.252796,6867.399902,1.708000,2.930000,30.792000,969.000000,789.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062000,1.995840,0.042000,133.039993,135.039993,133.020004,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.720205,11.000000,-0.066766,-0.082163,0.006279,-156.995758,-3.095441,293.000000,1.570000,16.593248,1.393198,56.344002,0.019507,26.309151,0.000000,134.039993,1.102278,42.066432928890,-84.237907960908,293.57
17.470,0.887,-0.978022,-50.660351,3.029360,1.808684,-2.316000,3.000000,131.833908,13.252851,6893.279785,1.764000,2.931600,31.196001,969.000000,789.159973,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062080,1.996800,0.042000,133.160004,135.080002,133.399994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.709021,11.080000,-0.079461,-0.084789,0.005019,-157.036316,-3.611103,293.000000,1.569200,16.586302,1.393198,56.380001,0.019464,26.346733,0.000000,134.119995,1.053223,42.066432114031,-84.237908885692,293.57
17.480,0.888,-1.222161,-49.805862,2.927412,1.795775,-2.239964,3.000000,131.833908,13.252907,6924.879883,1.844000,2.933600,31.816000,969.000000,789.359985,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062180,2.000300,0.042000,133.360001,135.179993,133.899994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.696592,11.180000,-0.091953,-0.087211,0.003873,-157.079865,-4.115306,293.000000,1.568200,16.578585,1.393198,56.511253,0.019405,26.396181,0.000000,134.270004,0.989168,42.066431299172,-84.237909810476,293.57
17.490,0.888,-3.053205,-48.829304,2.702550,1.924669,-2.054438,3.000000,131.833908,13.252961,6956.479980,1.924000,2.935600,32.436001,969.000000,789.559998,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062280,2.003800,0.042000,133.559998,135.279999,134.399994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.684164,11.280000,-0.104444,-0.089633,0.002727,-157.123398,-4.619509,293.000000,1.567200,16.570868,1.393198,56.642502,0.019346,26.445631,0.000000,134.419998,0.925112,42.066430484312,-84.237910735260,293.57
17.500,0.889,-1.954578,-50.049999,2.672634,2.041868,-1.997693,3.000000,131.833908,13.253016,6988.080078,2.004000,2.937600,33.056000,969.000000,789.760010,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062380,2.007300,0.042000,133.759995,135.380005,134.899994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.671738,11.380000,-0.116936,-0.092055,0.001581,-157.166946,-5.123712,293.000000,1.566200,16.563148,1.393198,56.773750,0.019287,26.495081,0.000000,134.570007,0.861057,42.066429669453,-84.237911660044,293.57
17.510,0.889,-4.029761,-49.439651,2.818640,2.055761,-2.017640,3.000000,131.833908,13.253071,7019.680176,2.084000,2.939600,33.675999,969.000000,789.960022,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062480,2.010800,0.042000,133.960007,135.479996,135.399994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.659309,11.480000,-0.129427,-0.094477,0.000435,-157.210495,-5.627915,293.000000,1.565200,16.555431,1.393198,56.905003,0.019228,26.544531,0.000000,134.720001,0.797002,42.066428854594,-84.237912584828,293.57
17.520,0.889,-4.640110,-47.730675,2.865982,1.995538,-1.926563,3.000000,131.833908,13.253126,7047.600098,2.116000,2.940000,34.023998,969.000000,789.679993,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062580,2.014300,0.042000,134.160004,135.580002,135.899994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.646883,11.580000,-0.141919,-0.096898,-0.000711,-157.254028,-6.132118,293.000000,1.564200,16.547714,1.393198,57.036251,0.019169,26.593981,0.000000,134.869995,0.732947,42.066428039735,-84.237913509612,293.57
17.530,0.890,-1.710439,-47.364468,2.713487,1.872286,-1.830395,3.000000,131.833908,13.253181,7074.600098,2.136000,2.940000,34.304001,969.000000,789.280029,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062680,2.017800,0.042000,134.360001,135.679993,136.399994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.634455,11.680000,-0.154410,-0.099320,-0.001857,-157.297577,-6.636321,293.000000,1.563200,16.539997,1.393198,57.167503,0.019110,26.643429,0.000000,135.020004,0.668892,42.066427224876,-84.237914434397,293.57
17.540,0.890,-0.978022,-44.434799,2.556593,1.699018,-1.887717,3.000000,131.833908,13.253236,7101.600098,2.156000,2.940000,34.584000,969.000000,788.880005,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062780,2.021300,0.042000,134.559998,135.779999,136.899994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.622026,11.780000,-0.166902,-0.101742,-0.003003,-157.341125,-7.140524,293.000000,1.562200,16.532280,1.393198,57.298752,0.019051,26.692879,0.000000,135.169998,0.604836,42.066426410017,-84.237915359181,293.57
17.550,0.891,-1.954578,-44.190659,2.590166,1.577145,-1.979065,3.000000,131.833908,13.253291,7128.600098,2.176000,2.940000,34.864002,969.000000,788.479980,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062880,2.024800,0.042000,134.759995,135.880005,137.399994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.609600,11.880000,-0.179393,-0.104164,-0.004149,-157.384674,-7.644727,293.000000,1.561200,16.524561,1.393198,57.430000,0.018993,26.742329,0.000000,135.320007,0.540781,42.066425596326,-84.237916286113,293.57
17.560,0.891,-2.198718,-48.218956,2.719486,1.599801,-1.936883,3.000000,131.833908,13.253345,7155.600098,2.196000,2.940000,35.144001,969.000000,788.080017,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062980,2.028300,0.042000,134.960007,135.979996,137.899994,133.000000,13.200000,87.979996,186.979996,68.000000,68.000000,26.597172,11.980000,-0.191885,-0.106586,-0.005295,-157.428207,-8.148930,293.000000,1.560200,16.516844,1.393198,57.561253,0.018934,26.791779,0.000000,135.470001,0.476726,42.066424793146,-84.237917232376,293.56
17.570,0.891,0.730953,-47.730675,2.711261,1.722183,-1.897347,3.000000,131.833908,13.253401,7157.640137,2.184000,2.941600,35.327999,969.000000,786.880005,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.062920,2.031000,0.042000,135.320007,135.919998,137.759995,133.240005,13.200000,87.979996,186.979996,68.000000,68.000000,26.569832,12.000000,-0.204427,-0.108906,-0.006441,-157.482758,-8.687968,293.000000,1.560000,16.499866,1.393198,57.662502,0.018971,26.799030,0.000000,135.619995,0.346909,42.066423989967,-84.237918178639,293.56
