53.720,2.402,10.984798,-27.467125,2.686810,0.937429,-1.384222,2.420000,133.152267,13.250292,6216.919922,9.000000,3.230000,42.719997,969.000000,856.840027,0.512000,0.009000,0.009000,0.009580,0.009000,0.009000,0.063000,1.700880,0.042000,117.580002,116.160004,106.000000,116.739998,13.114200,87.979996,188.369949,68.000000,68.000000,21.921976,11.420000,-0.826798,0.305571,0.003185,8.477207,-50.893871,294.000000,1.370000,13.613547,1.393198,45.283005,0.019036,22.028795,0.000000,116.870003,5.076073,42.066707190405,-84.237484598957,294.27
53.730,2.402,12.693773,-22.096062,2.845525,0.804750,-1.691620,2.320000,133.152267,13.250237,6204.319824,9.000000,3.230000,42.619999,969.000000,856.640015,0.512000,0.009000,0.009000,0.009680,0.009000,0.009000,0.063000,1.704480,0.042000,117.680000,116.360001,106.000000,117.040001,13.113199,87.979996,188.386154,68.000000,68.000000,21.984114,11.320000,-0.819469,0.311116,-0.000253,8.480645,-50.240700,294.000000,1.370000,13.652135,1.393198,45.418007,0.019043,22.058466,0.000000,117.019997,4.990411,42.066708084209,-84.237484589777,294.27
53.740,2.402,10.618589,-25.514009,2.972227,0.727048,-1.913291,2.220000,133.152267,13.250182,6191.720215,9.000000,3.230000,42.520000,969.000000,856.440002,0.512000,0.009000,0.009000,0.009780,0.009000,0.009000,0.063000,1.708080,0.042000,117.779999,116.559998,106.000000,117.339996,13.112200,87.979996,188.402359,68.000000,68.000000,22.046251,11.220000,-0.812140,0.316660,-0.003690,8.484083,-49.587528,294.000000,1.370000,13.690722,1.393198,45.553005,0.019049,22.088135,0.000000,117.169998,4.904749,42.066708978013,-84.237484580597,294.27
53.750,2.402,7.078572,-31.983700,2.981413,0.782882,-2.231884,2.120000,133.152267,13.250127,6179.120117,9.000000,3.230000,42.419998,969.000000,856.239990,0.512000,0.009000,0.009000,0.009880,0.009000,0.009000,0.063000,1.711680,0.042000,117.879997,116.760002,106.000000,117.639999,13.111199,87.979996,188.418549,68.000000,68.000000,22.108389,11.120000,-0.804811,0.322205,-0.007128,8.487520,-48.934357,294.000000,1.370000,13.729309,1.393198,45.688007,0.019055,22.117805,0.000000,117.320000,4.819087,42.066709871816,-84.237484571418,294.27
53.760,2.403,3.416484,-33.326466,2.882608,0.926169,-2.734683,2.020000,133.152267,13.250072,6166.520020,9.000000,3.230000,42.320000,969.000000,856.039978,0.512000,0.009000,0.009000,0.009980,0.009000,0.009000,0.063000,1.715280,0.042000,117.980003,116.959999,106.000000,117.940002,13.110200,87.979996,188.434753,68.000000,68.000000,22.170525,11.020000,-0.797482,0.327750,-0.010566,8.490958,-48.281185,294.000000,1.370000,13.767897,1.393198,45.823006,0.019061,22.147474,0.000000,117.470001,4.733424,42.066710765620,-84.237484562238,294.27
53.770,2.403,-1.222161,-35.767857,2.772346,1.056590,-3.105915,2.000000,133.152267,13.250017,6181.279785,9.000000,3.230000,42.444000,969.000000,856.000000,0.512000,0.009000,0.009000,0.009920,0.009000,0.009000,0.063000,1.723920,0.042000,118.239998,117.239998,106.320000,117.919998,13.109200,87.979996,188.450958,68.000000,68.000000,22.237633,11.000000,-0.785870,0.331357,-0.014004,8.489813,-47.402496,294.000000,1.370000,13.809570,1.393198,46.147007,0.019034,22.177143,0.000000,117.739998,4.729018,42.066711659424,-84.237484553058,294.27
53.780,2.403,-1.222161,-40.284431,2.705448,1.110078,-3.056963,2.000000,133.152267,13.249962,6202.879883,9.000000,3.230000,42.624001,969.000000,856.000000,0.512000,0.009000,0.009000,0.009820,0.009000,0.009000,0.063000,1.733820,0.042000,118.540001,117.540001,106.720001,117.820000,13.108199,87.979996,188.467148,68.000000,68.000000,22.305984,11.000000,-0.773187,0.334480,-0.017441,8.487520,-46.467430,294.000000,1.370000,13.852016,1.393198,46.518253,0.019000,22.206814,0.000000,118.040001,4.744926,42.066712553227,-84.237484543878,294.27
53.790,2.404,2.928205,-38.331318,2.615878,1.110336,-2.679978,2.000000,133.152267,13.249907,6224.479980,9.000000,3.230000,42.804001,969.000000,856.000000,0.512000,0.009000,0.009000,0.009720,0.009000,0.009000,0.063000,1.743720,0.042000,118.839996,117.839996,107.120003,117.720001,13.107200,87.979996,188.483353,68.000000,68.000000,22.374334,11.000000,-0.760504,0.337603,-0.020879,8.485229,-45.532364,294.000000,1.370000,13.894463,1.393198,46.889503,0.018965,22.236483,0.000000,118.339996,4.760834,42.066713447031,-84.237484534698,294.27
53.800,2.404,4.881319,-34.669231,2.472990,1.095657,-2.153234,2.000000,133.152267,13.249852,6246.080078,9.000000,3.230000,42.984001,969.000000,856.000000,0.512000,0.009000,0.009000,0.009620,0.009000,0.009000,0.063000,1.753620,0.042000,119.139999,118.139999,107.519997,117.620003,13.106199,87.979996,188.499557,68.000000,68.000000,22.442686,11.000000,-0.747821,0.340726,-0.024317,8.482937,-44.597294,294.000000,1.370000,13.936908,1.393198,47.260754,0.018930,22.266153,0.000000,118.639999,4.776742,42.066714340835,-84.237484525519,294.27
53.810,2.404,7.566850,-30.030586,2.404394,1.034906,-1.599488,2.000000,133.152267,13.249798,6267.680176,9.000000,3.230000,43.164001,969.000000,856.000000,0.512000,0.009000,0.009000,0.009520,0.009000,0.009000,0.063000,1.763520,0.042000,119.440002,118.440002,107.919998,117.519997,13.105200,87.979996,188.515747,68.000000,68.000000,22.511036,11.000000,-0.735139,0.343848,-0.027755,8.480645,-43.662228,294.000000,1.370000,13.979354,1.393198,47.632004,0.018895,22.295822,0.000000,118.940002,4.792650,42.066715263324,-84.237484607175,294.27
53.820,2.405,9.153755,-27.589193,2.491981,0.932743,-1.380663,2.000000,133.152267,13.249743,6298.720215,9.000000,3.230000,43.456001,969.000000,854.719971,0.512000,0.009000,0.009000,0.009420,0.009000,0.009000,0.063000,1.773420,0.042000,119.739998,118.739998,108.320000,117.419998,13.104199,87.979996,188.531952,68.000000,68.000000,22.579388,11.000000,-0.722456,0.346971,-0.031192,8.478354,-42.727161,294.000000,1.370000,14.021800,1.393198,48.003254,0.018860,22.325493,0.000000,119.239998,4.808558,42.066716192985,-84.237484711539,294.26
53.830,2.405,10.374451,-32.105770,2.618092,0.889565,-1.820668,2.000000,133.152267,13.249687,6332.120117,9.000000,3.230000,43.776001,969.000000,853.119995,0.512000,0.009000,0.009000,0.009320,0.009000,0.009000,0.063000,1.783320,0.042000,120.040001,119.040001,108.720001,117.320000,13.103199,87.979996,188.548157,68.000000,68.000000,22.647738,11.000000,-0.709773,0.350094,-0.034630,8.476062,-41.792091,294.000000,1.370000,14.064245,1.393198,48.374500,0.018826,22.355162,0.000000,119.540001,4.824465,42.066717122647,-84.237484815904,294.26
53.840,2.405,10.130311,-37.720970,2.634349,0.928841,-2.527324,2.000000,133.152267,13.249633,6365.520020,9.000000,3.230000,44.096001,969.000000,851.520020,0.512000,0.009000,0.009000,0.009220,0.009000,0.009000,0.063000,1.793220,0.042000,120.339996,119.339996,109.120003,117.220001,13.102200,87.979996,188.564346,68.000000,68.000000,22.716089,11.000000,-0.697091,0.353217,-0.038068,8.473770,-40.857025,294.000000,1.370000,14.106691,1.393198,48.745750,0.018791,22.384832,0.000000,119.839996,4.840373,42.066718052308,-84.237484920269,294.26
53.850,2.406,9.031685,-37.843040,2.512672,0.945052,-2.736122,2.000000,133.152267,13.249578,6398.919922,9.000000,3.230000,44.416000,969.000000,849.919983,0.512000,0.009000,0.009000,0.009120,0.009000,0.009000,0.063000,1.803120,0.042000,120.639999,119.639999,109.519997,117.120003,13.101199,87.979996,188.580551,68.000000,68.000000,22.784439,11.000000,-0.684408,0.356340,-0.041506,8.471478,-39.921959,294.000000,1.370000,14.149137,1.393198,49.117001,0.018756,22.414501,0.000000,120.139999,4.856281,42.066718981969,-84.237485024634,294.26
53.860,2.406,3.904762,-31.739559,2.364434,0.899333,-2.292707,2.000000,133.152267,13.249523,6432.319824,9.000000,3.230000,44.736000,969.000000,848.320007,0.512000,0.009000,0.009000,0.009020,0.009000,0.009000,0.063000,1.813020,0.042000,120.940002,119.940002,109.919998,117.019997,13.100200,87.979996,188.596756,68.000000,68.000000,22.852791,11.000000,-0.671725,0.359463,-0.044943,8.469187,-38.986889,294.000000,1.370000,14.191583,1.393198,49.488251,0.018721,22.444172,0.000000,120.440002,4.872189,42.066719911630,-84.237485128999,294.26
53.870,2.407,0.730953,-28.809891,2.390341,0.883206,-1.709240,2.000000,133.152267,13.249512,6442.040039,8.968000,3.226800,44.832001,969.000000,847.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.816920,0.042000,121.400002,120.239998,110.160004,117.639999,13.099999,87.979996,188.587036,68.000000,68.000000,22.926113,11.000000,-0.655320,0.360393,-0.047923,8.464145,-37.903313,294.000000,1.370000,14.237116,1.393198,49.634499,0.018758,22.529224,0.000000,120.820000,4.935627,42.066720841291,-84.237485233364,294.26
53.880,2.407,8.055128,-25.514011,2.627094,0.937984,-1.496251,2.000000,133.152267,13.249512,6445.839844,8.928000,3.222800,44.871998,969.000000,846.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.819320,0.042000,121.900002,120.540001,110.360001,118.440002,13.099999,87.979996,188.570831,68.000000,68.000000,23.000677,11.000000,-0.637985,0.360776,-0.050788,8.458415,-36.782608,294.000000,1.370000,14.283421,1.393198,49.724499,0.018813,22.628124,0.000000,121.220001,5.010948,42.066721770952,-84.237485337729,294.26
53.890,2.407,13.426190,-26.246428,2.815632,0.957700,-1.828124,2.000000,133.152267,13.249512,6449.640137,8.888000,3.218800,44.911999,969.000000,845.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.821720,0.042000,122.400002,120.839996,110.559998,119.239998,13.099999,87.979996,188.554626,68.000000,68.000000,23.075241,11.000000,-0.620650,0.361158,-0.053652,8.452685,-35.661903,294.000000,1.370000,14.329725,1.393198,49.814499,0.018868,22.727024,0.000000,121.620003,5.086269,42.066722700613,-84.237485442094,294.26
53.900,2.408,11.839286,-32.471977,2.752948,0.865775,-2.487418,2.000000,133.152267,13.249512,6453.439941,8.848001,3.214800,44.952000,969.000000,844.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.824120,0.042000,122.900002,121.139999,110.760002,120.040001,13.099999,87.979996,188.538437,68.000000,68.000000,23.149807,11.000000,-0.603315,0.361541,-0.056517,8.446956,-34.541195,294.000000,1.370000,14.376029,1.393198,49.904499,0.018923,22.825924,0.000000,122.019997,5.161590,42.066723630274,-84.237485546459,294.26
53.910,2.408,11.228938,-34.913368,2.575379,0.776028,-2.900004,2.000000,133.152267,13.249512,6457.240234,8.808001,3.210800,44.992001,969.000000,843.200012,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.826520,0.042000,123.400002,121.440002,110.959999,120.839996,13.099999,87.979996,188.522232,68.000000,68.000000,23.224371,11.000000,-0.585980,0.361923,-0.059382,8.441226,-33.420490,294.000000,1.370000,14.422334,1.393198,49.994499,0.018978,22.924824,0.000000,122.419998,5.236911,42.066724559936,-84.237485650824,294.26
53.920,2.408,12.205495,-33.204395,2.501712,0.822341,-2.630033,2.000000,133.152267,13.249512,6458.799805,8.800000,3.210000,45.000000,969.000000,842.840027,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.828920,0.042000,123.900002,121.739998,111.160004,121.639999,13.099999,87.979996,188.506027,68.000000,68.000000,23.298935,11.000000,-0.568645,0.362305,-0.062247,8.435496,-32.299786,294.000000,1.370000,14.468638,1.393198,50.084499,0.019033,23.023722,0.000000,122.820000,5.312232,42.066725489597,-84.237485755189,294.26
53.930,2.409,12.937913,-30.763004,2.544725,0.934902,-1.951914,2.000000,133.152267,13.249512,6459.799805,8.800000,3.210000,45.000000,969.000000,842.640015,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.831320,0.042000,124.400002,122.040001,111.360001,122.440002,13.099999,87.979996,188.489838,68.000000,68.000000,23.373499,11.000000,-0.551309,0.362688,-0.065112,8.429767,-31.179081,294.000000,1.370000,14.514943,1.393198,50.174500,0.019088,23.122622,0.000000,123.220001,5.387553,42.066726428984,-84.237485885270,294.26
53.940,2.409,15.013096,-23.927105,2.619687,0.948361,-1.577471,2.000000,133.152267,13.249512,6460.799805,8.800000,3.210000,45.000000,969.000000,842.440002,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.833720,0.042000,124.900002,122.339996,111.559998,123.239998,13.099999,87.979996,188.473633,68.000000,68.000000,23.448065,11.000000,-0.533974,0.363070,-0.067976,8.424037,-30.058374,294.000000,1.370000,14.561248,1.393198,50.264500,0.019143,23.221521,0.000000,123.620003,5.462874,42.066727391067,-84.237486075357,294.26
53.950,2.409,14.036539,-24.781593,2.681188,0.845524,-1.844034,2.000000,133.152267,13.249512,6461.799805,8.800000,3.210000,45.000000,969.000000,842.239990,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.836120,0.042000,125.400002,122.639999,111.760002,124.040001,13.099999,87.979996,188.457428,68.000000,68.000000,23.522629,11.000000,-0.516639,0.363452,-0.070841,8.418307,-28.937670,294.000000,1.370000,14.607552,1.393198,50.354500,0.019198,23.320421,0.000000,124.019997,5.538195,42.066728353149,-84.237486265443,294.25
53.960,2.410,12.205495,-33.204395,2.646620,0.782830,-2.401144,2.000000,133.152267,13.249512,6462.799805,8.800000,3.210000,45.000000,969.000000,842.039978,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.838520,0.042000,125.900002,122.940002,111.959999,124.839996,13.099999,87.979996,188.441238,68.000000,68.000000,23.597193,11.000000,-0.499304,0.363835,-0.073706,8.412579,-27.816963,294.000000,1.370000,14.653856,1.393198,50.444500,0.019253,23.419321,0.000000,124.419998,5.613516,42.066729315231,-84.237486455529,294.25
53.970,2.410,14.768956,-36.134064,2.464407,0.869336,-2.592067,2.000000,133.152267,13.249512,6489.879883,8.768001,3.210000,45.240002,969.000000,841.039978,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.841000,0.042000,126.239998,123.160004,111.919998,125.239998,13.099999,87.979996,188.425034,68.000000,68.000000,23.666786,11.080000,-0.479114,0.362025,-0.077487,8.404099,-26.613752,294.000000,1.370000,14.697074,1.393198,50.537502,0.019254,23.454924,0.000000,124.699997,5.636324,42.066730277314,-84.237486645616,294.25
53.980,2.410,14.524817,-34.913368,2.292511,0.992492,-2.159077,2.000000,133.152267,13.249512,6523.479980,8.728001,3.210000,45.540001,969.000000,839.840027,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.843500,0.042000,126.540001,123.360001,111.820000,125.540001,13.099999,87.979996,188.408829,68.000000,68.000000,23.735138,11.180000,-0.458209,0.359667,-0.081498,8.394931,-25.389915,294.000000,1.370000,14.739520,1.393198,50.631252,0.019242,23.474703,0.000000,124.949997,5.646004,42.066731239396,-84.237486835702,294.25
53.990,2.411,13.792399,-30.640934,2.331023,0.995730,-1.632615,2.000000,133.152267,13.249512,6557.080078,8.688001,3.210000,45.840000,969.000000,838.640015,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.846000,0.042000,126.839996,123.559998,111.720001,125.839996,13.099999,87.979996,188.392624,68.000000,68.000000,23.803490,11.280000,-0.437305,0.357309,-0.085509,8.385763,-24.166077,294.000000,1.370000,14.781966,1.393198,50.725002,0.019231,23.494482,0.000000,125.199997,5.655684,42.066732201479,-84.237487025789,294.25
54.000,2.411,12.693773,-27.711264,2.524027,0.932016,-1.678138,2.000000,133.152267,13.249512,6590.680176,8.648001,3.210000,46.139999,969.000000,837.440002,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.848500,0.042000,127.139999,123.760002,111.620003,126.139999,13.099999,87.979996,188.376434,68.000000,68.000000,23.871840,11.380000,-0.416401,0.354951,-0.089520,8.376596,-22.942240,294.000000,1.370000,14.824412,1.393198,50.818752,0.019219,23.514261,0.000000,125.449997,5.665363,42.066733163561,-84.237487215875,294.25
54.010,2.411,9.519964,-28.199543,2.626804,0.936579,-2.110562,2.000000,133.152267,13.249512,6624.279785,8.608001,3.210000,46.439999,969.000000,836.239990,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.851000,0.042000,127.440002,123.959999,111.519997,126.440002,13.099999,87.979996,188.360229,68.000000,68.000000,23.940191,11.480000,-0.395497,0.352592,-0.093530,8.367429,-21.718403,294.000000,1.370000,14.866858,1.393198,50.912502,0.019207,23.534040,0.000000,125.699997,5.675043,42.066734125643,-84.237487405962,294.25
54.020,2.412,9.764103,-28.443682,2.545934,0.990269,-2.166767,2.000000,133.152267,13.249512,6631.319824,8.584001,3.210000,46.500000,969.000000,835.520020,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.853500,0.042000,127.739998,124.160004,111.419998,126.739998,13.099999,87.979996,188.344025,68.000000,68.000000,24.008541,11.580000,-0.374593,0.350234,-0.097541,8.358261,-20.494564,294.000000,1.370000,14.909305,1.393198,51.006252,0.019196,23.553822,0.000000,125.949997,5.684722,42.066735087726,-84.237487596048,294.24
54.030,2.412,12.449635,-26.490568,2.482001,0.988934,-1.679081,2.000000,133.152267,13.249512,6631.720215,8.564000,3.210000,46.500000,969.000000,834.919983,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.856000,0.042000,128.039993,124.360001,111.320000,127.040001,13.099999,87.979996,188.327835,68.000000,68.000000,24.076893,11.680000,-0.353688,0.347876,-0.101552,8.349094,-19.270727,294.000000,1.370000,14.951751,1.393198,51.100002,0.019184,23.573601,0.000000,126.199997,5.694402,42.066736049808,-84.237487786135,294.24
54.040,2.412,15.013096,-26.978846,2.608367,0.921255,-1.336262,2.000000,133.152267,13.249512,6632.120117,8.544001,3.210000,46.500000,969.000000,834.320007,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.858500,0.042000,128.339996,124.559998,111.220001,127.339996,13.099999,87.979996,188.311630,68.000000,68.000000,24.145245,11.780000,-0.332784,0.345518,-0.105562,8.339927,-18.046888,294.000000,1.370000,14.994197,1.393198,51.193752,0.019172,23.593380,0.000000,126.449997,5.704082,42.066737011891,-84.237487976221,294.24
54.050,2.413,13.059982,-29.176098,2.779711,0.877935,-1.709539,2.000000,133.152267,13.249512,6632.520020,8.524000,3.210000,46.500000,969.000000,833.719971,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.861000,0.042000,128.639999,124.760002,111.120003,127.639999,13.099999,87.979996,188.295425,68.000000,68.000000,24.213594,11.880000,-0.311880,0.343160,-0.109573,8.330759,-16.823051,294.000000,1.370000,15.036643,1.393198,51.287502,0.019161,23.613159,0.000000,126.699997,5.713762,42.066737973973,-84.237488166308,294.24
54.060,2.413,7.566850,-31.129211,2.781584,0.932918,-2.441226,2.000000,133.152267,13.249512,6632.919922,8.504000,3.210000,46.500000,969.000000,833.119995,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.863500,0.042000,128.940002,124.959999,111.019997,127.940002,13.099999,87.979996,188.279236,68.000000,68.000000,24.281946,11.980000,-0.290976,0.340802,-0.113584,8.321592,-15.599214,294.000000,1.370000,15.079088,1.393198,51.381252,0.019149,23.632938,0.000000,126.949997,5.723442,42.066738961252,-84.237488393591,294.24
54.070,2.414,8.299268,-28.565750,2.622253,1.058046,-2.695772,2.000000,133.152267,13.249512,6626.439941,8.484000,3.208400,46.436001,969.000000,833.640015,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.865920,0.042000,128.919998,125.080002,111.559998,127.760002,13.099999,87.979996,188.263031,68.000000,68.000000,24.350296,12.000000,-0.268236,0.336506,-0.116678,8.311508,-14.366209,294.000000,1.370000,15.121534,1.393198,51.472000,0.019151,23.668543,0.000000,127.000000,5.639935,42.066739954831,-84.237488630173,294.24
54.080,2.414,14.158608,-25.391941,2.472070,1.163862,-2.305117,2.000000,133.152267,13.249512,6618.240234,8.464000,3.206400,46.355999,969.000000,834.440002,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.868320,0.042000,128.820007,125.180000,112.260002,127.459999,13.099999,87.979996,188.246826,68.000000,68.000000,24.418648,12.000000,-0.245038,0.331727,-0.119542,8.301194,-13.130912,294.000000,1.370000,15.163980,1.393198,51.562000,0.019157,23.708101,0.000000,127.000000,5.533132,42.066740948409,-84.237488866756,294.24
54.090,2.414,19.407600,-22.828480,2.498758,1.192340,-1.989749,2.000000,133.152267,13.249512,6610.040039,8.444000,3.204400,46.276001,969.000000,835.239990,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.870720,0.042000,128.720001,125.279999,112.959999,127.160004,13.099999,87.979996,188.230637,68.000000,68.000000,24.486998,12.000000,-0.221839,0.326947,-0.122407,8.290881,-11.895615,294.000000,1.370000,15.206426,1.393198,51.652000,0.019163,23.747662,0.000000,127.000000,5.426329,42.066741941988,-84.237489103338,294.23
54.100,2.415,19.895880,-23.316759,2.655394,1.176687,-2.264223,2.000000,133.152267,13.249512,6601.839844,8.424001,3.202400,46.196003,969.000000,836.039978,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.873120,0.042000,128.619995,125.379997,113.660004,126.860001,13.099999,87.979996,188.214432,68.000000,68.000000,24.555349,12.000000,-0.198641,0.322167,-0.125272,8.280568,-10.660317,294.000000,1.370000,15.248871,1.393198,51.742001,0.019169,23.787222,0.000000,127.000000,5.319526,42.066742935567,-84.237489339920,294.23
54.110,2.415,16.355862,-27.955402,2.691934,1.222875,-2.654811,2.000000,133.152267,13.249512,6593.640137,8.404000,3.200400,46.116001,969.000000,836.840027,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.875520,0.042000,128.520004,125.480003,114.360001,126.559998,13.099999,87.979996,188.198227,68.000000,68.000000,24.623699,12.000000,-0.175442,0.317387,-0.128137,8.270255,-9.425020,294.000000,1.370000,15.291317,1.393198,51.832001,0.019174,23.826782,0.000000,127.000000,5.212722,42.066743929145,-84.237489576503,294.23
54.120,2.415,10.618590,-26.124359,2.558368,1.362007,-2.444066,2.000000,133.152267,13.249512,6595.359863,8.368000,3.200000,46.132000,969.000000,836.520020,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.877920,0.042000,128.419998,125.580002,115.059998,126.260002,13.099999,87.979996,188.182037,68.000000,68.000000,24.692049,12.000000,-0.152243,0.312607,-0.131002,8.259942,-8.189724,294.000000,1.370000,15.333763,1.393198,51.922001,0.019180,23.866343,0.000000,127.000000,5.105919,42.066744922724,-84.237489813085,294.23
54.130,2.416,7.933059,-20.997437,2.473434,1.480199,-1.789069,2.000000,133.152267,13.249512,6599.560059,8.328000,3.200000,46.172001,969.000000,835.919983,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.880320,0.042000,128.320007,125.680000,115.760002,125.959999,13.099999,87.979996,188.165833,68.000000,68.000000,24.760401,12.000000,-0.129045,0.307827,-0.133866,8.249628,-6.954427,294.000000,1.370000,15.376208,1.393198,52.012001,0.019186,23.905901,0.000000,127.000000,4.999116,42.066745916302,-84.237490049668,294.23
54.140,2.416,10.496521,-17.945696,2.506593,1.501023,-1.521731,2.000000,133.152267,13.249512,6603.759766,8.288000,3.200000,46.212002,969.000000,835.320007,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.882720,0.042000,128.220001,125.779999,116.459999,125.660004,13.099999,87.979996,188.149628,68.000000,68.000000,24.828751,12.000000,-0.105846,0.303047,-0.136731,8.239315,-5.719130,294.000000,1.370000,15.418653,1.393198,52.102001,0.019192,23.945461,0.000000,127.000000,4.892313,42.066746909881,-84.237490286250,294.23
54.150,2.416,8.299268,-22.340202,2.496520,1.501329,-1.969684,2.000000,133.152267,13.249512,6607.959961,8.248000,3.200000,46.251999,969.000000,834.719971,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.885120,0.042000,128.119995,125.879997,117.160004,125.360001,13.099999,87.979996,188.133438,68.000000,68.000000,24.897102,12.000000,-0.082648,0.298267,-0.139596,8.229002,-4.483832,294.000000,1.370000,15.461100,1.393198,52.192001,0.019198,23.985022,0.000000,127.000000,4.785510,42.066747903459,-84.237490522832,294.23
54.160,2.417,5.613737,-25.514011,2.380152,1.571704,-2.460241,2.000000,133.152267,13.249512,6612.160156,8.208000,3.200000,46.292000,969.000000,834.119995,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.887520,0.042000,128.020004,125.980003,117.860001,125.059998,13.099999,87.979996,188.117233,68.000000,68.000000,24.965452,12.000000,-0.059449,0.293487,-0.142461,8.218689,-3.248535,294.000000,1.370000,15.503546,1.393198,52.282001,0.019203,24.024582,0.000000,127.000000,4.678706,42.066748897038,-84.237490759415,294.23
54.170,2.417,8.055128,-23.072618,2.307905,1.694436,-2.211214,2.000000,133.152267,13.249512,6615.560059,8.104000,3.198400,46.332001,969.000000,833.520020,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.886800,0.042000,128.000000,126.080002,118.639999,125.080002,13.099999,87.979996,188.101028,68.000000,68.000000,25.038774,12.000000,-0.036710,0.288045,-0.144867,8.212043,-2.099411,294.000000,1.370000,15.549078,1.393198,52.255005,0.019202,24.103701,0.000000,127.040001,4.534152,42.066749890616,-84.237490995997,294.22
54.180,2.418,6.834433,-20.387087,2.406066,1.776280,-1.504548,2.000000,133.152267,13.249512,6618.759766,7.984000,3.196400,46.371998,969.000000,832.919983,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.885300,0.042000,128.000000,126.180000,119.440002,125.180000,13.099999,87.979996,188.084839,68.000000,68.000000,25.113338,12.000000,-0.014085,0.282436,-0.147159,8.206313,-0.971830,294.000000,1.370000,15.595383,1.393198,52.198753,0.019199,24.192711,0.000000,127.089996,4.380160,42.066750892604,-84.237491233751,294.22
54.190,2.418,4.393041,-19.410532,2.557178,1.764004,-1.379246,2.000000,133.152267,13.249512,6621.959961,7.864000,3.194400,46.411999,969.000000,832.320007,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.883800,0.042000,128.000000,126.279999,120.239998,125.279999,13.099999,87.979996,188.068634,68.000000,68.000000,25.187904,12.000000,0.008540,0.276828,-0.149451,8.200583,0.155750,294.000000,1.370000,15.641687,1.393198,52.142502,0.019196,24.281719,0.000000,127.139999,4.226168,42.066751914212,-84.237491474239,294.22
54.200,2.418,3.904762,-23.682966,2.540423,1.724662,-2.055622,2.000000,133.152267,13.249512,6625.160156,7.744000,3.192400,46.452000,969.000000,831.719971,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.882300,0.042000,128.000000,126.379997,121.040001,125.379997,13.099999,87.979996,188.052429,68.000000,68.000000,25.262468,12.000000,0.031165,0.271219,-0.151743,8.194854,1.283331,294.000000,1.370000,15.687992,1.393198,52.086254,0.019193,24.370729,0.000000,127.190002,4.072176,42.066752935821,-84.237491714726,294.22
54.210,2.419,1.951649,-27.711264,2.377787,1.739852,-2.537210,2.000000,133.152267,13.249512,6628.359863,7.624000,3.190400,46.492001,969.000000,831.119995,0.512000,0.009000,0.009000,0.009000,0.009000,0.009000,0.063000,1.880800,0.042000,128.000000,126.480003,121.839996,125.480003,13.099999,87.979996,188.036240,68.000000,68.000000,25.337032,12.000000,0.053790,0.265611,-0.154035,8.189124,2.410912,294.000000,1.370000,15.734297,1.393198,52.030003,0.019189,24.459740,0.000000,127.239998,3.918184,42.066753957430,-84.237491955214,294.22
